Id,Nome,Libreria delle forme,ID pagina,Contenuto da,Gruppo,Sorgente di linea,Destinazione linea,Freccia sorgente,Freccia di destinazione,Stato,Area di testo 1,Area di testo 2,Area di testo 3,Commenti
60,Compito,BPMN 2.0,25,,,,,,,,Check parameters inserted,,,
61,porta,BPMN 2.0,25,,,,,,,,,,,
62,porta,BPMN 2.0,25,,,,,,,,,,,
63,Compito,BPMN 2.0,25,,,,,,,,Show error message,,,
64,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
65,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
66,Compito,BPMN 2.0,25,,,,,,,,Show publish internship form,,,
67,Compito,BPMN 2.0,25,,,,,,,,Check inserted parameters,,,
68,porta,BPMN 2.0,25,,,,,,,,,,,
69,porta,BPMN 2.0,25,,,,,,,,,,,
70,Compito,BPMN 2.0,25,,,,,,,,Add internship to the company's internships list,,,
71,Compito,BPMN 2.0,25,,,,,,,,Show error message,,,
72,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
73,Rettangolo,Forme geometriche,25,,,,,,,,Add CV to the ST profile,,,
74,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
75,Compito,BPMN 2.0,25,,,,,,,,Show search bar,,,
76,Compito,BPMN 2.0,25,,,,,,,,Find all internships that contains the written keyword in their name,,,
77,Compito,BPMN 2.0,25,,,,,,,,Show the internship list to the student,,,
78,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
79,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
80,Compito,BPMN 2.0,25,,,,,,,,Show an overall description of the internship,,,
81,Compito,BPMN 2.0,25,,,,,,,,Send apply request to the company,,,
82,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
83,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
84,Compito,BPMN 2.0,25,,,,,,,,Show list of recommended student,,,
85,Compito,BPMN 2.0,25,,,,,,,,Send apply request to the selected student,,,
86,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
87,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
88,Compito,BPMN 2.0,25,,,,,,,,Show list of apply request by students,,,
89,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
90,Compito,BPMN 2.0,25,,,,,,,,Show student profile,,,
91,porta,BPMN 2.0,25,,,,,,,,,,,
92,Compito,BPMN 2.0,25,,,,,,,,Send an acceptance notification to the student,,,
93,Compito,BPMN 2.0,25,,,,,,,,Send a reject notification to the student,,,
94,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
95,Compito,BPMN 2.0,25,,,,,,,,Make available task allocation on the company's Progress Page,,,
96,Compito,BPMN 2.0,25,,,,,,,,Show the Progress Page of the application,,,
97,Compito,BPMN 2.0,25,,,,,,,,Show the Progress Page of the application,,,
98,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
99,Compito,BPMN 2.0,25,,,,,,,,Show Progress Page of the student's application,,,
100,Compito,BPMN 2.0,25,,,,,,,,Show task form,,,
101,Compito,BPMN 2.0,25,,,,,,,,Check parameters inserted,,,
102,porta,BPMN 2.0,25,,,,,,,,,,,
103,porta,BPMN 2.0,25,,,,,,,,,,,
104,Compito,BPMN 2.0,25,,,,,,,,Show error message,,,
105,Compito,BPMN 2.0,25,,,,,,,,Notify student about new task,,,
106,Compito,BPMN 2.0,25,,,,,,,,Add task to the Progress Page,,,
107,Inizia Evento,BPMN 2.0,25,,,,,,,,Event,,,
108,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
109,Compito,BPMN 2.0,25,,,,,,,,Show Progress Page,,,
110,Compito,BPMN 2.0,25,,,,,,,,Show  questionnaire,,,
111,Compito,BPMN 2.0,25,,,,,,,,Save the answer and send it to the company ,,,
112,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
113,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
114,Compito,BPMN 2.0,25,,,,,,,,Show list of applicant for an internship,,,
115,Compito,BPMN 2.0,25,,,,,,,,Add selected student to the internship's list,,,
116,Compito,BPMN 2.0,25,,,,,,,,Notify selected students,,,
117,Compito,BPMN 2.0,25,,,,,,,,Notify rejected students,,,
118,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
119,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
120,Compito,BPMN 2.0,25,,,,,,,,Terminate user session,,,
121,Compito,BPMN 2.0,25,,,,,,,,Show Login Page,,,
122,Inizia Evento,BPMN 2.0,25,,,,,,,,,,,
123,Linea,,25,,,26,29,None,Equilateral Arrow,,,,,
124,Linea,,25,,,29,27,None,Equilateral Arrow,,,,,
125,Linea,,25,,,27,28,None,Equilateral Arrow,,,,,
126,Linea,,25,,,28,30,None,Equilateral Arrow,,,,,
127,Linea,,25,,,32,29,None,Equilateral Arrow,,,,,
128,Linea,,25,,,30,32,None,Equilateral Arrow,,Incorrect credentials,,,
129,Linea,,25,,,30,31,None,Equilateral Arrow,,Correct credentials,,,
130,Linea,,25,,,31,33,None,Equilateral Arrow,,,,,
131,Linea,,25,,,33,34,None,Equilateral Arrow,,,,,
132,Linea,,25,,,35,38,None,Equilateral Arrow,,,,,
133,Linea,,25,,,38,36,None,Equilateral Arrow,,,,,
134,Linea,,25,,,36,37,None,Equilateral Arrow,,,,,
135,Linea,,25,,,37,39,None,Equilateral Arrow,,,,,
136,Linea,,25,,,39,41,None,Equilateral Arrow,,Incorrect credentials,,,
137,Linea,,25,,,41,38,None,Equilateral Arrow,,,,,
